year,crop_type,soil_type,soil_ph,nitrogen,phosphorus,potassium,temperature,rainfall,humidity,irrigation_level,sunshine_hours,yield_kg_acre,yield_tons_ha
2025,Groundnut,Peaty,6.06,25,80,43,35.6,708,61.0,Medium,6.5,624.09,1.542
2022,Onion,Alluvial,5.92,97,67,87,36.9,409,58.5,High,9.5,2688.08,6.642
2024,Wheat,Loam,6.81,150,96,12,26.6,206,80.8,Low,5.5,339.56,0.839
2024,Apple,Peaty,6.0,83,30,78,33.2,1188,32.7,Low,8.9,2944.29,7.275
2021,Cotton,Loam,6.96,90,79,17,32.8,625,77.0,Low,5.9,433.89,1.072
2023,Maize,Saline,6.43,150,85,20,28.9,927,48.3,High,4.7,1072.11,2.649
2026,Tomato,Peaty,6.76,167,82,111,14.3,749,57.9,Medium,10.4,9354.59,23.116
2021,Tea,Red Soil,5.44,135,65,75,33.9,2225,54.2,Low,11.6,459.47,1.135
2023,Cotton,Peaty,8.09,169,90,32,37.4,1412,51.5,Low,4.4,288.44,0.713
2024,Onion,Laterite,6.02,66,39,55,33.4,828,46.2,High,6.3,1635.19,4.041
2023,Maize,Sandy Loam,6.57,135,73,49,10.9,851,69.8,Low,4.5,689.17,1.703
2020,Cotton,Saline,6.02,49,42,13,17.4,747,76.3,Low,5.1,125.64,0.31
2024,Tomato,Clay Loam,6.56,176,94,148,30.0,638,90.1,Medium,5.4,9000.08,22.24
2026,Watermelon,Sandy Loam,4.92,173,77,68,17.4,1162,45.5,Low,11.4,2870.64,7.093
2025,Chickpea,Peaty,7.84,10,58,10,14.4,150,93.3,Medium,9.8,199.48,0.493
2025,Tea,Black Soil,7.55,82,17,66,28.5,1550,41.6,Low,6.4,178.19,0.44
2023,Groundnut,Saline,6.95,94,49,52,35.7,733,59.8,Medium,11.2,661.6,1.635
2026,Banana,Sandy Loam,6.43,201,66,236,38.7,1958,30.9,Medium,11.4,12031.5,29.73
2020,Sugarcane,Alluvial,6.51,237,73,86,29.2,1547,60.7,Medium,9.4,32955.02,81.434
2021,Chickpea,Silt Loam,5.07,52,41,10,37.2,612,36.1,Medium,7.8,165.04,0.408
2022,Wheat,Peaty,7.02,176,32,61,35.0,699,31.5,Medium,7.0,559.85,1.383
2020,Sugarcane,Laterite,7.67,211,88,66,16.6,1111,57.6,High,5.9,4687.27,11.582
2025,Banana,Black Soil,6.67,273,63,247,25.7,1508,35.4,Medium,4.2,19742.51,48.785
2021,Wheat,Alluvial,7.91,82,42,76,39.7,934,68.6,Medium,4.8,355.81,0.879
2025,Garlic,Clay Loam,7.29,72,91,106,38.3,593,31.2,Low,5.9,1365.9,3.375
2025,Banana,Clay Loam,6.56,197,56,207,30.3,1350,62.2,High,7.2,21216.62,52.427
2023,Cotton,Saline,6.93,92,83,20,12.4,646,87.9,Medium,9.8,238.23,0.589
2026,Mustard,Alluvial,7.52,32,97,14,39.6,866,91.6,Medium,9.7,350.25,0.865
2023,Tea,Sandy Loam,8.31,172,95,21,35.9,1582,35.7,Low,5.3,96.79,0.239
2021,Chickpea,Sandy Loam,6.36,17,42,29,21.2,970,42.1,Low,10.9,549.69,1.358
2026,Garlic,Clay Loam,4.57,122,52,36,19.6,591,51.6,Low,5.7,1994.43,4.928
2023,Garlic,Clay Loam,8.02,47,48,18,38.7,672,67.4,Low,11.7,966.91,2.389
2021,Soybean,Alluvial,6.58,71,49,34,11.4,239,54.8,Medium,8.6,237.29,0.586
2024,Groundnut,Loam,4.66,10,36,57,14.3,919,94.2,High,10.2,215.59,0.533
2025,Mustard,Alluvial,7.59,104,17,25,39.1,655,92.3,Medium,7.3,369.48,0.913
2025,Coffee,Laterite,7.5,142,39,160,28.6,665,36.5,Low,5.4,107.35,0.265
2024,Cotton,Red Soil,6.28,149,70,38,15.6,981,51.5,Medium,8.3,340.94,0.842
2024,Sugarcane,Silt Loam,8.16,280,69,92,38.8,1456,73.3,High,10.6,12535.55,30.976
2021,Onion,Saline,8.07,77,59,64,38.3,249,35.4,High,9.1,851.65,2.104
2022,Garlic,Saline,5.51,77,61,35,13.1,305,91.8,Medium,6.1,925.99,2.288
2024,Chickpea,Black Soil,7.04,30,52,12,29.6,436,92.7,Medium,10.7,527.82,1.304
2024,Maize,Alluvial,8.58,129,69,63,26.2,584,34.4,Low,5.8,767.46,1.896
2025,Barley,Loam,6.55,115,38,41,14.7,150,73.9,Medium,4.7,488.44,1.207
2025,Chickpea,Peaty,7.67,26,39,25,33.7,150,39.3,High,11.5,197.67,0.488
2022,Garlic,Clay Loam,8.29,122,43,81,33.9,1257,50.8,High,5.3,602.57,1.489
2026,Potato,Peaty,8.34,168,96,150,25.0,150,40.9,Low,4.4,1297.19,3.205
2024,Soybean,Clay Loam,7.81,52,53,57,39.6,488,84.6,Low,8.0,264.91,0.655
2021,Coffee,Saline,6.78,96,36,141,27.0,1643,63.2,Low,10.0,386.2,0.954
2020,Banana,Alluvial,7.26,225,70,247,17.7,1248,51.0,High,9.7,13202.19,32.623
2021,Barley,Peaty,8.53,64,66,61,10.7,466,67.8,High,5.9,405.38,1.002
2023,Maize,Silt Loam,6.36,166,99,21,11.7,1158,55.8,Medium,5.4,646.03,1.596
2022,Barley,Red Soil,6.49,49,34,10,28.7,724,46.4,High,5.7,411.95,1.018
2023,Barley,Laterite,6.97,121,42,19,26.1,534,87.6,Low,10.9,879.08,2.172
2022,Barley,Sandy Loam,6.27,58,89,26,38.5,150,60.4,Medium,4.6,147.93,0.366
2025,Potato,Silt Loam,5.74,133,77,160,16.7,281,52.6,Medium,8.2,7132.61,17.625
2020,Groundnut,Alluvial,4.52,10,34,80,24.9,802,42.1,High,4.5,432.91,1.07
2024,Apple,Saline,6.63,78,15,114,26.1,1393,85.9,High,6.5,1307.77,3.232
2026,Tomato,Black Soil,7.9,183,89,142,38.7,150,47.6,Low,7.8,1453.7,3.592
2020,Potato,Loam,7.88,167,37,138,34.5,556,59.0,Low,7.2,1517.84,3.751
2022,Banana,Black Soil,7.93,207,91,259,28.7,1637,81.8,Medium,4.0,13204.55,32.629
2025,Chickpea,Red Soil,7.33,19,60,16,13.4,1147,77.3,Medium,4.1,319.31,0.789
2026,Onion,Black Soil,4.53,99,72,63,35.5,150,90.3,High,4.9,626.49,1.548
2026,Tea,Loam,5.46,189,10,78,12.8,1501,67.1,High,8.7,594.18,1.468
2023,Maize,Saline,7.36,174,70,36,21.4,150,79.7,Medium,10.9,636.94,1.574
2023,Maize,Sandy Loam,6.44,136,73,55,26.5,756,72.4,Medium,6.5,1659.43,4.101
2021,Banana,Laterite,7.05,180,82,269,31.6,1470,44.7,Low,4.0,10171.31,25.134
2026,Banana,Silt Loam,8.15,215,66,283,23.2,2195,71.6,Low,5.6,10955.34,27.071
2024,Maize,Loam,6.14,170,53,52,30.9,522,88.3,Low,6.7,817.93,2.021
2024,Onion,Red Soil,6.99,147,10,82,12.7,416,78.5,Low,10.2,2492.07,6.158
2023,Coffee,Alluvial,5.16,106,53,89,24.3,1133,57.4,Low,11.5,447.51,1.106
2025,Sunflower,Laterite,7.38,97,86,10,37.4,150,89.9,Medium,11.8,142.57,0.352
2020,Groundnut,Saline,5.95,56,67,55,20.5,963,40.8,Medium,11.1,818.76,2.023
2020,Rice,Alluvial,6.83,153,47,78,35.4,1018,59.6,Low,8.0,974.56,2.408
2024,Banana,Clay Loam,6.96,212,65,247,37.2,2076,58.9,Medium,11.2,13760.7,34.003
2023,Mustard,Sandy Loam,8.41,104,79,56,13.3,729,75.8,High,8.8,543.24,1.342
2024,Sugarcane,Clay Loam,6.27,254,87,65,39.5,2098,71.8,High,8.0,14787.47,36.541
2025,Chickpea,Red Soil,5.76,72,51,35,22.6,150,34.9,Low,8.7,236.69,0.585
2023,Mustard,Clay Loam,8.56,65,35,21,32.1,150,47.7,Medium,7.5,108.7,0.269
2020,Banana,Silt Loam,5.27,214,21,243,37.1,1742,69.3,High,4.5,5222.06,12.904
2024,Watermelon,Peaty,7.61,91,93,57,16.0,461,30.0,High,11.7,4722.41,11.669
2023,Cotton,Saline,6.95,108,61,29,21.5,774,35.5,Low,4.1,432.49,1.069
2020,Tomato,Red Soil,8.11,169,98,126,17.9,1098,71.8,High,7.5,4231.49,10.456
2024,Mustard,Sandy Loam,7.0,73,63,53,18.3,426,60.4,Medium,10.8,1221.45,3.018
2021,Coffee,Clay Loam,6.33,187,61,120,33.7,2127,31.7,High,9.4,352.03,0.87
2020,Tea,Silt Loam,8.77,108,53,66,14.9,1895,52.7,Low,9.2,381.2,0.942
2023,Sugarcane,Red Soil,4.63,213,103,125,38.3,2148,63.6,High,6.6,7046.94,17.413
2025,Cotton,Peaty,6.44,70,32,11,29.7,808,68.2,High,9.7,583.2,1.441
2026,Groundnut,Sandy Loam,7.46,27,43,20,10.3,527,34.6,High,7.6,336.21,0.831
2024,Garlic,Alluvial,5.27,31,101,49,25.6,704,91.2,High,8.9,1631.95,4.033
2026,Mustard,Alluvial,5.69,34,67,49,27.4,294,36.7,Low,6.5,245.57,0.607
2020,Onion,Alluvial,6.98,72,46,71,28.5,708,89.1,High,6.8,3754.1,9.277
2024,Watermelon,Loam,5.27,81,22,97,18.9,769,33.9,Low,7.5,2946.1,7.28
2020,Tea,Clay Loam,4.76,169,20,63,26.1,1787,41.6,High,6.9,540.1,1.335
2024,Sugarcane,Black Soil,8.76,224,125,136,10.7,2230,35.2,Low,9.2,7299.44,18.037
2020,Rice,Loam,5.11,134,10,45,38.7,2631,94.0,High,4.9,337.81,0.835
2020,Cotton,Loam,6.53,122,51,34,16.7,745,58.0,Low,9.4,425.48,1.051
2026,Sunflower,Alluvial,5.33,97,79,13,32.4,513,36.3,High,5.4,316.71,0.783
2020,Wheat,Peaty,7.19,122,81,38,32.1,956,31.0,Medium,7.9,644.89,1.594
2020,Soybean,Laterite,7.75,93,67,10,25.1,734,94.6,Medium,8.6,584.48,1.444
2025,Garlic,Red Soil,8.03,160,38,25,34.6,1150,42.5,Low,5.3,663.35,1.639
2023,Sunflower,Red Soil,5.43,137,90,47,22.3,326,84.0,Medium,10.4,572.51,1.415
2023,Mustard,Loam,6.96,72,50,10,39.4,315,44.5,High,9.4,473.72,1.171
2022,Tea,Red Soil,8.79,77,11,113,24.3,1765,67.6,High,10.4,320.46,0.792
2022,Potato,Peaty,7.31,186,56,106,31.3,150,32.8,Low,6.6,667.83,1.65
2021,Sunflower,Laterite,8.46,92,57,43,19.1,223,82.2,Medium,8.1,190.21,0.47
2026,Potato,Sandy Loam,7.21,161,108,100,32.0,304,87.2,Low,4.4,1055.67,2.609
2025,Onion,Silt Loam,6.86,86,51,86,23.5,478,56.9,Medium,8.2,7132.39,17.624
2022,Cotton,Black Soil,5.76,90,22,55,26.1,759,59.1,Low,8.7,490.42,1.212
2021,Coffee,Sandy Loam,7.26,133,25,129,17.7,1753,74.2,Medium,7.6,359.27,0.888
2025,Cotton,Clay Loam,4.83,175,57,29,22.6,375,81.6,High,7.9,230.95,0.571
2024,Mustard,Saline,6.09,69,29,35,24.6,1246,50.2,Low,6.1,345.06,0.853
2026,Apple,Loam,6.63,126,65,119,35.4,555,68.9,High,11.4,3554.87,8.784
2022,Potato,Peaty,8.65,177,72,102,11.2,150,76.8,Low,11.6,1636.07,4.043
2024,Soybean,Clay Loam,7.33,24,77,84,21.5,1010,82.8,Medium,4.0,761.9,1.883
2022,Coffee,Red Soil,5.22,199,12,151,23.6,1487,70.4,Low,10.7,367.95,0.909
2025,Coffee,Silt Loam,6.16,149,72,116,22.1,2061,92.6,High,7.0,771.05,1.905
2021,Rice,Saline,4.66,115,31,59,38.7,977,48.9,Low,11.5,243.31,0.601
2026,Chickpea,Loam,6.93,18,61,39,24.8,150,34.0,Medium,8.2,422.97,1.045
2022,Soybean,Loam,6.69,60,27,19,19.9,609,48.8,High,9.7,883.4,2.183
2023,Potato,Peaty,5.14,120,115,101,30.2,1471,62.8,Medium,9.2,3073.38,7.594
2024,Cotton,Silt Loam,6.78,144,42,20,30.8,150,79.4,Low,4.0,251.52,0.622
2021,Onion,Peaty,6.12,64,37,53,23.1,150,73.7,Low,7.6,2235.34,5.524
2024,Sunflower,Saline,4.84,131,63,19,38.8,580,45.7,Low,6.2,143.89,0.356
2025,Rice,Silt Loam,5.02,77,57,38,38.6,1313,84.0,Medium,4.9,477.05,1.179
2026,Watermelon,Red Soil,7.07,136,67,129,25.0,213,66.9,Medium,11.6,6938.79,17.146
2023,Soybean,Clay Loam,4.53,26,84,75,38.4,483,78.6,High,5.4,181.0,0.447
2022,Mustard,Red Soil,5.97,59,41,10,37.6,521,69.0,Low,8.7,273.64,0.676
2022,Banana,Alluvial,5.55,216,89,293,38.7,1367,63.6,High,11.5,9949.86,24.587
2022,Garlic,Laterite,6.17,167,44,80,22.8,150,49.4,Low,4.8,1121.45,2.771
2021,Sugarcane,Silt Loam,8.5,251,103,106,38.4,1682,90.6,Medium,4.3,9049.87,22.363
2024,Soybean,Red Soil,6.58,81,73,44,23.2,1317,35.3,Low,10.1,1161.64,2.87
2025,Barley,Silt Loam,6.99,106,50,15,10.7,1155,77.3,Low,11.7,821.43,2.03
2024,Garlic,Loam,8.44,76,18,76,34.6,510,75.3,Medium,8.1,852.91,2.108
2026,Watermelon,Saline,8.07,81,67,109,27.8,150,32.8,Medium,7.5,2458.81,6.076
2023,Onion,Sandy Loam,6.23,107,29,121,11.1,481,91.5,Low,11.0,3027.36,7.481
2026,Wheat,Loam,7.39,95,75,63,26.4,494,34.4,High,8.1,1256.93,3.106
2024,Groundnut,Alluvial,4.98,81,10,80,20.2,358,80.6,Medium,6.9,274.71,0.679
2026,Wheat,Laterite,5.72,118,44,48,27.8,393,76.5,High,5.8,601.23,1.486
2021,Tomato,Black Soil,5.38,209,72,137,12.8,1032,69.5,Medium,8.9,5262.66,13.004
2025,Mustard,Loam,6.8,29,58,10,28.1,759,53.4,Medium,9.7,512.39,1.266
2025,Watermelon,Alluvial,6.17,99,35,77,17.3,276,40.6,Low,8.9,3383.09,8.36
2020,Barley,Laterite,7.01,60,73,43,15.1,897,32.0,Medium,6.3,893.66,2.208
2022,Tea,Saline,7.0,122,10,67,35.1,2339,67.8,Low,9.8,118.2,0.292
2022,Onion,Alluvial,6.02,56,66,57,33.9,257,43.7,Low,8.5,1184.83,2.928
2026,Watermelon,Alluvial,6.76,78,47,117,10.3,245,46.0,Medium,6.4,2952.59,7.296
2024,Soybean,Laterite,6.82,12,50,40,32.5,732,40.5,High,11.5,596.71,1.475
2026,Wheat,Saline,7.55,80,71,22,23.8,586,51.2,High,11.9,958.99,2.37
2026,Banana,Sandy Loam,5.65,127,89,227,31.5,1745,89.9,High,5.3,12744.22,31.492
2026,Potato,Laterite,8.32,122,60,107,28.6,667,81.7,High,9.2,2213.63,5.47
2023,Rice,Silt Loam,7.83,121,37,29,30.4,1240,43.0,Medium,5.8,756.39,1.869
2026,Maize,Silt Loam,7.3,152,51,48,21.2,432,41.9,Low,11.8,1249.58,3.088
2026,Maize,Alluvial,6.14,238,63,105,35.3,1207,87.6,Low,9.9,1252.98,3.096
2020,Potato,Red Soil,6.71,136,71,159,25.9,497,79.1,Low,6.7,3504.87,8.661
2020,Tea,Laterite,4.83,129,41,105,34.5,1486,86.1,High,8.2,358.51,0.886
2023,Soybean,Black Soil,6.5,37,50,45,30.1,678,49.3,Medium,4.7,843.71,2.085
2026,Watermelon,Silt Loam,8.12,101,31,62,29.6,150,56.1,High,8.9,3335.04,8.241
2024,Barley,Laterite,7.95,56,48,56,10.5,628,56.0,High,5.8,501.39,1.239
2020,Potato,Red Soil,6.25,146,95,108,37.2,712,67.0,Low,7.8,3738.83,9.239
2023,Maize,Clay Loam,6.06,85,57,61,36.1,260,50.2,High,7.7,357.42,0.883
2020,Watermelon,Sandy Loam,4.61,79,61,100,15.4,150,33.0,High,10.0,1115.28,2.756
2020,Barley,Saline,5.87,91,112,50,30.0,661,79.5,Low,7.6,447.15,1.105
2021,Cotton,Alluvial,8.22,114,27,30,37.9,836,63.8,Medium,9.2,407.28,1.006
2021,Maize,Sandy Loam,6.62,123,68,91,17.3,843,57.3,Low,11.9,1577.31,3.898
2023,Garlic,Alluvial,4.55,67,59,26,27.1,1305,38.7,Low,7.7,1045.57,2.584
2024,Banana,Sandy Loam,5.25,204,94,256,27.4,1423,36.9,Low,6.0,10361.18,25.603
2024,Maize,Sandy Loam,6.87,123,48,92,27.4,1371,60.8,Low,10.8,2245.34,5.548
2023,Banana,Saline,4.62,222,70,227,24.8,1441,53.9,High,11.1,10860.15,26.836
2022,Cotton,Saline,8.13,123,57,76,13.5,909,45.9,High,6.8,235.84,0.583
2024,Rice,Silt Loam,7.22,175,39,69,21.0,1809,30.9,Medium,4.9,1120.45,2.769
2024,Maize,Saline,7.26,154,22,60,21.2,955,54.9,Medium,11.7,1493.37,3.69
2021,Apple,Clay Loam,5.53,139,33,121,18.5,1073,89.8,Low,10.7,7372.87,18.219
2022,Watermelon,Red Soil,6.63,86,89,85,11.8,267,94.5,High,11.0,4365.76,10.788
2025,Tomato,Clay Loam,7.53,166,58,104,25.3,410,76.5,High,4.9,4958.4,12.252
2025,Sugarcane,Saline,7.97,186,104,60,10.5,2151,91.0,Medium,7.2,5187.61,12.819
2025,Wheat,Black Soil,8.36,44,57,44,24.9,585,61.3,Low,8.9,650.07,1.606
2024,Soybean,Loam,4.75,18,25,49,21.0,722,77.7,Medium,6.4,352.8,0.872
2026,Wheat,Laterite,4.62,183,36,10,23.7,446,68.6,Medium,8.8,549.92,1.359
2022,Onion,Red Soil,4.81,130,30,84,16.8,745,94.1,Low,7.3,3256.3,8.046
2025,Sunflower,Silt Loam,8.68,78,71,29,15.8,560,40.2,Medium,9.1,427.67,1.057
2021,Chickpea,Loam,5.31,10,58,19,29.6,882,52.4,Medium,9.4,254.05,0.628
2024,Sunflower,Black Soil,7.51,112,74,10,14.5,697,75.1,Low,10.1,453.44,1.12
2023,Coffee,Black Soil,5.13,142,65,90,35.2,1378,81.5,Low,7.1,201.86,0.499
2023,Wheat,Loam,7.93,94,41,26,18.2,481,53.7,Low,8.7,866.08,2.14
2023,Sugarcane,Alluvial,6.46,211,73,16,25.7,1365,63.0,Medium,6.7,10655.92,26.331
2026,Cotton,Red Soil,5.41,133,43,103,21.2,150,85.6,Medium,5.0,118.82,0.294
2021,Onion,Sandy Loam,7.35,54,44,79,34.7,412,48.6,Medium,10.8,1740.07,4.3
2021,Mustard,Peaty,8.34,93,57,60,35.2,478,63.9,Medium,4.9,295.64,0.731
2021,Sunflower,Silt Loam,7.84,105,47,51,21.2,692,41.5,Low,10.1,1116.34,2.759
2025,Tea,Laterite,6.98,163,53,81,29.4,2117,94.1,High,6.1,238.29,0.589
2022,Tomato,Black Soil,6.59,150,78,134,38.9,642,78.3,Low,7.1,4266.78,10.543
2026,Barley,Clay Loam,8.43,115,41,28,24.6,454,73.1,High,5.9,726.21,1.795
2022,Sunflower,Red Soil,8.59,86,54,38,28.0,941,72.4,Medium,4.6,425.67,1.052
2025,Sunflower,Clay Loam,6.47,39,48,57,16.1,425,56.8,High,10.3,620.97,1.534
2024,Tomato,Red Soil,7.79,172,79,87,22.1,541,44.4,Medium,5.1,5378.17,13.29
2023,Coffee,Sandy Loam,7.33,136,51,100,13.2,2057,52.5,High,6.5,221.2,0.547
2023,Barley,Sandy Loam,5.0,126,63,76,29.6,668,59.6,High,7.1,339.4,0.839
2026,Onion,Silt Loam,7.76,119,54,131,30.4,866,37.4,High,4.9,2773.46,6.853
2022,Garlic,Laterite,7.52,102,114,34,16.7,179,55.1,Low,5.0,994.92,2.458
2021,Soybean,Laterite,8.62,26,58,82,33.2,1079,73.4,Low,5.5,239.53,0.592
2022,Maize,Peaty,8.51,169,97,10,16.3,1033,34.1,Low,5.5,428.93,1.06
2020,Apple,Red Soil,4.83,23,47,84,32.7,810,40.8,High,11.5,1211.84,2.995
2022,Garlic,Laterite,8.25,92,60,77,18.6,957,68.2,Low,11.1,2719.98,6.721
2026,Chickpea,Silt Loam,4.56,21,53,28,39.6,525,66.3,Low,7.6,200.32,0.495
2023,Watermelon,Peaty,5.8,97,73,88,20.7,458,35.7,High,6.7,6383.89,15.775
2020,Soybean,Saline,8.47,78,36,52,38.0,434,86.2,Low,4.7,86.82,0.215
2021,Potato,Black Soil,7.41,140,52,99,29.4,655,92.3,Low,11.7,2288.5,5.655
2025,Sugarcane,Clay Loam,7.06,197,37,134,34.9,1781,59.6,High,8.0,21789.48,53.843
2020,Sugarcane,Loam,7.09,307,91,50,12.3,1834,44.2,High,10.2,10891.2,26.913
2023,Banana,Sandy Loam,6.04,206,68,254,21.2,2057,57.4,Medium,4.5,15107.36,37.331
2021,Garlic,Black Soil,6.87,103,29,47,15.3,1003,70.5,Medium,11.6,3703.01,9.15
2024,Rice,Red Soil,5.93,153,85,42,29.9,1321,54.3,Medium,4.3,1686.08,4.166
2023,Groundnut,Alluvial,5.8,10,45,23,11.2,1118,85.5,High,7.9,349.62,0.864
2021,Mustard,Red Soil,7.94,102,38,35,36.6,150,30.7,Medium,4.4,128.94,0.319
2022,Tomato,Peaty,5.46,156,86,102,12.8,316,45.3,High,11.4,3066.59,7.578
2022,Sugarcane,Loam,7.6,244,66,94,20.3,1777,89.7,Low,11.5,12887.1,31.845
2021,Garlic,Silt Loam,4.87,116,69,83,37.3,617,74.4,Low,4.9,921.26,2.276
2023,Maize,Saline,7.44,120,42,73,19.2,950,66.9,High,8.0,1169.46,2.89
2021,Onion,Alluvial,5.53,167,46,73,23.1,752,46.3,Medium,6.0,4767.22,11.78
2022,Onion,Red Soil,8.66,41,75,85,15.9,526,41.6,Medium,10.1,2743.07,6.778
2021,Tomato,Black Soil,8.75,157,100,152,31.8,671,36.5,High,7.0,3768.29,9.312
2026,Wheat,Silt Loam,7.48,71,74,41,25.4,583,47.8,Low,11.2,1101.36,2.722
2026,Chickpea,Silt Loam,6.48,38,27,26,12.5,282,30.2,High,11.7,336.09,0.83
2021,Potato,Laterite,8.46,132,75,129,19.4,961,59.8,Low,4.9,3460.76,8.552
2020,Coffee,Laterite,7.49,114,32,124,35.3,1607,35.6,Low,10.7,161.75,0.4
2020,Garlic,Red Soil,5.05,106,18,42,30.6,631,84.8,Medium,10.4,818.51,2.023
2021,Potato,Saline,4.66,122,51,99,27.0,579,50.0,Low,11.1,3322.28,8.21
2025,Banana,Peaty,6.43,232,56,250,21.9,1739,71.0,High,10.3,23100.46,57.082
2023,Barley,Peaty,5.7,97,35,50,39.7,554,85.1,High,11.9,448.0,1.107
2020,Tea,Loam,8.3,148,10,56,10.2,2194,82.7,Low,11.5,225.76,0.558
2023,Sugarcane,Laterite,4.92,211,116,18,18.8,1746,64.3,High,4.4,2955.06,7.302
2022,Onion,Sandy Loam,8.4,104,26,82,34.9,512,54.7,Medium,10.5,1214.01,3.0
2021,Watermelon,Sandy Loam,7.0,144,23,90,24.0,759,78.2,High,11.3,8433.71,20.84
2023,Banana,Loam,7.18,173,71,231,22.7,2091,62.9,Low,7.0,17404.38,43.007
2026,Mustard,Silt Loam,6.67,97,10,11,12.6,240,45.7,Low,9.9,425.91,1.052
2026,Groundnut,Silt Loam,7.18,34,69,71,33.1,1022,51.9,Medium,11.8,998.44,2.467
2023,Groundnut,Alluvial,7.86,23,57,29,33.1,1518,54.6,High,9.7,478.77,1.183
2026,Apple,Peaty,8.21,92,31,69,15.0,365,54.8,High,7.9,2280.18,5.634
2026,Groundnut,Saline,8.78,20,92,70,35.3,734,51.1,Medium,7.9,282.5,0.698
2024,Coffee,Silt Loam,8.4,156,15,158,32.9,1538,45.3,Medium,9.9,151.2,0.374
2024,Groundnut,Sandy Loam,8.02,38,60,90,30.7,150,86.9,Medium,11.1,311.93,0.771
2024,Mustard,Loam,6.27,57,13,18,39.2,469,92.4,Low,7.0,281.67,0.696
2023,Barley,Loam,7.13,137,11,26,19.7,245,88.5,Low,9.5,774.41,1.914
2026,Tomato,Silt Loam,8.0,143,84,136,23.9,567,54.5,High,7.6,8030.79,19.844
2023,Rice,Loam,6.61,158,68,72,30.0,788,31.5,Medium,7.2,1338.76,3.308
2026,Watermelon,Silt Loam,5.33,82,61,76,28.2,560,59.6,Medium,6.6,6418.2,15.86
2020,Tea,Sandy Loam,4.89,139,10,10,25.9,1615,45.1,Medium,4.9,279.92,0.692
2020,Potato,Alluvial,8.62,134,56,93,17.6,300,66.1,Medium,6.5,2661.86,6.578
2022,Soybean,Laterite,7.91,44,76,34,22.3,907,64.5,Medium,8.3,651.35,1.61
2021,Groundnut,Sandy Loam,6.01,53,57,113,11.3,150,66.3,Low,4.4,162.2,0.401
2021,Potato,Silt Loam,8.54,91,91,89,10.9,533,88.0,Low,10.9,3140.56,7.76
2025,Soybean,Silt Loam,7.83,10,54,48,30.3,342,68.3,Low,11.3,266.11,0.658
2023,Rice,Peaty,4.92,119,58,77,23.8,1157,87.4,Medium,7.2,1100.08,2.718
2022,Banana,Laterite,7.54,208,74,182,36.3,1724,50.0,High,5.9,7253.9,17.925
2024,Onion,Sandy Loam,6.31,96,81,62,32.9,736,61.4,Medium,6.9,2398.12,5.926
2025,Groundnut,Peaty,7.66,38,10,92,38.4,709,89.9,Medium,8.5,307.91,0.761
2023,Potato,Silt Loam,4.87,106,62,78,28.0,210,94.8,Medium,4.4,1462.96,3.615
2024,Tomato,Peaty,8.14,171,76,82,34.7,462,37.0,High,8.3,2177.99,5.382
2021,Maize,Sandy Loam,5.85,154,41,44,16.8,645,46.3,High,8.0,976.23,2.412
2022,Tea,Clay Loam,8.69,133,120,92,25.6,1384,71.1,High,4.4,290.41,0.718
2020,Watermelon,Alluvial,6.99,54,96,101,21.3,1072,61.4,Low,4.3,6135.58,15.161
2025,Rice,Black Soil,7.79,110,66,32,34.5,2079,35.0,High,10.8,779.73,1.927
2024,Watermelon,Alluvial,8.44,74,59,114,33.2,746,48.9,Medium,10.1,5991.65,14.806
2024,Tea,Clay Loam,8.0,143,10,21,20.4,1638,91.5,High,11.5,361.31,0.893
2026,Watermelon,Silt Loam,7.98,135,78,61,32.2,150,35.4,Medium,6.6,2908.79,7.188
2023,Cotton,Red Soil,8.29,135,21,39,32.6,348,40.5,Medium,7.9,254.88,0.63
2025,Mustard,Laterite,5.82,86,34,19,10.2,150,58.4,Medium,6.8,169.32,0.418
2021,Cotton,Laterite,8.77,144,28,29,34.7,229,65.7,High,8.8,121.77,0.301
2025,Tomato,Laterite,8.02,138,67,133,27.5,426,79.1,High,9.2,4224.48,10.439
2025,Sugarcane,Silt Loam,5.39,198,89,104,20.4,2021,30.2,Low,7.0,9526.08,23.539
2024,Mustard,Red Soil,8.55,122,38,15,36.7,225,62.2,High,11.2,156.35,0.386
2026,Onion,Peaty,8.74,90,23,109,14.5,182,62.1,Medium,10.3,1257.95,3.108
2023,Tea,Laterite,8.62,107,10,100,39.5,2031,93.0,High,11.3,129.38,0.32
2023,Apple,Black Soil,4.51,91,37,66,21.8,1179,73.9,High,11.5,2584.85,6.387
2020,Soybean,Black Soil,4.57,98,39,41,17.8,1047,41.0,Medium,8.9,441.79,1.092
2022,Soybean,Silt Loam,7.43,10,72,36,32.5,443,76.2,Low,5.9,214.8,0.531
2023,Sugarcane,Sandy Loam,8.29,216,60,130,39.9,2142,74.4,Medium,9.0,8010.91,19.795
2026,Soybean,Saline,8.29,13,62,27,18.9,903,90.2,High,4.3,220.26,0.544
2024,Garlic,Silt Loam,6.81,133,34,42,34.4,481,56.4,Medium,7.9,1771.47,4.377
2023,Rice,Saline,8.67,79,54,49,18.8,1471,84.9,Low,11.2,492.31,1.217
2023,Groundnut,Red Soil,5.42,47,43,30,15.7,886,59.2,Medium,11.2,502.56,1.242
2020,Onion,Clay Loam,6.64,206,25,115,12.3,698,79.0,Low,5.9,3954.89,9.773
